"call_number","creator","date","description","headerImage","identifier","subject","title"
"srlf_ucla:LAGE-1723035","Hartley, Emily,American Sunday-School Union","","Red cloth over boards, blocked in black and gold","","oddmomentsofwill00hartiala","Boys,Brothers -- Conduct of life","Odd moments of the Willoughby boys"
"","Ellis, Edward Sylvester, 1840-1916","","","","offreservationor00elli","Geronimo, 1829-1909","Off the reservation; or, Caught in an Apache raid"
"","Griffith, Helen Sherman, 1873-,Penn Publishing Company,Smith, Wuanita","1920-00-00T00:00:00Z","","","ohvirginia00grif","","Oh, Virginia!"
"","Chaver-Paver","2001-00-00T00:00:00Z","","","9780657129958","","oi :"
"","","","This book was scanned by Gretchen Phillips.","","OldBallads","Poetry","Old Ballads"
"srlf_ucla:LAGE-2554319","","","Publisher's printed yellow wrappers; upper pictorial wrapper printed in black and red; publisher's advertisement on lower wrapper","","olddamehersilver00newyiala","Swine,Obstinacy","Old Dame and her silver penny"
"srlf_ucla:LAGE-2297548","McCook, Henry C. (Henry Christopher), 1837-1911","1895-00-00T00:00:00Z","Publisher's green hatch grain cloth over boards, blocked in blind, black, white, and orange","","oldfarmfairiessu00mccoiala","Spiders","Old farm fairies : a summer campaign in Brownieland against King Cobweaver's pixies : a story for young people"
"ucb_banc:GLAD-67225873","Ségur, Sophie, comtesse de, 1799-1874,Sterrett, Virginia Frances","","A wonderful book with 5 timeless French fairy tales magnificently illustrated with 8 beautiful and dramatic full page color and many black and white drawings by Virginia Frances Sterrett. ""Done when she was only 19 years of age, this was Sterrett's (Chicago born) first book, and she is often referred to as the 'female Kay Nielsen'.""","","oldfrenchfairyta00sgrich","Fairy tales","Old French fairy tales"
"srlf_ucla:LAGE-3052961","Sharpe, Richard Scrafton, d. 1852","","Tan printed wrappers, in case","","oldfriendsinnewd00shariala","Fables,Animals","Old friends in a new dress; or, Familiar fables in verse. [With saveral copper plates]"
"srlf_ucla:LAGE-2554207","","1812-00-00T00:00:00Z","Original printed buff boards","","oldgrandpapaothe00londiala","","Old Grand-papa, and other poems : for the amusement of children"
"","Ellis, Edward Sylvester, 1840-1916","","","","oldironsideshero00elli","","Old Ironsides, the hero of Tripoli and 1812, and other tales and adventures on sea and land"
"","Tuckey, Mary B.","","","","UF00003574","Christian life,Conduct of life,Juvenile literature","Old James, the Irish pedlar"
"","Mackarness, Henry S.","1851-00-00T00:00:00Z","","","UF00001926","Publishers' paper bindings (Binding),Juvenile fiction.,Humanitarianism,Social classes,Poverty,Juvenile fiction.,Juvenile fiction.","Old Jolliffe"
"srlf_ucla:LAGE-2500085","Murray, Grace","","Green diagonal fine rib cloth over boards, blocked in blind; spine blocked in gold. Added color woodcut stiff endpapers, perhaps wallpaper","","oldmerritt00murriala","Children -- Conduct of life,Generosity,Sunday school literature","Old Merritt"
"srlf_ucla:LAGE-2554260","","","Publisher's printed wrappers; upper wrapper chromolithographed in pink, red, and black; publisher's advertisement on lower wrapper","","oldmotherbantry00newyiala","Cats,Children's poetry","Old Mother Bantry"
"srlf_ucla:LAGE-2282887","Martin, Sarah Catherine, 1768-1826","","Orange printed wrappers with illustration on upper wrapper","","oldmotherhubb00martiala","Dogs,Nursery rhymes","Old Mother Hubbard"
"srlf_ucla:LAGE-2282886","Martin, Sarah Catherine, 1768-1826","","Imperfect: lower wrapper wanting","","motherhubbard00martiala","Nursery rhymes","Old Mother Hubbard and her dog"
"srlf_ucla:LAGE-2282893","Martin, Sarah Catherine, 1768-1826","","Hearn, M.P. McLoughlin Brothers, Publishers","","oldmotherhubba00martiala","Nursery rhymes,Dogs","Old Mother Hubbard and her dog"
"srlf_ucla:LAGE-2282897","Martin, Sarah Catherine, 1768-1826","","Publisher's printed white wrappers; illustration on upper wrapper repeats from p. [1]; added plain blue wrappers","","oldmotherhubbar00martiala","Dogs","Old Mother Hubbard and her dog"
"srlf_ucla:LAGE-2282898","Martin, Sarah Catherine, 1768-1826","1839-00-00T00:00:00Z","Printed orange wrappers with illustrated wrappers","","oldmotherhubbard00martiala","Dogs,Nursery rhymes","Old Mother Hubbard and her wonderful dog"
"srlf_ucla:LAGE-2554280","Religious Tract Society (Great Britain)","","Color stencilled wrappers and added stiff wrappers","","oldrogerbond00reliiala","Christian life,Conduct of life","Old Roger Bond"
"srlf_ucla:LAGE-3577176","Wesselhoeft, Lily F., 1840-1919,Goodridge, J. F","1891-00-00T00:00:00Z","NUC pre-1956","","oldroughmiserfab00wessiala","Animals","Old Rough the miser : a fable for children"
"srlf_ucla:LAGE-2229462","Lippincott, L. K. (Leander K.),Greenwood, Grace, 1823-1904,White, George G. (George Gorgas), d. 1898","","Old Wonder-Eyes -- Old Horace, and my little pig Humpy -- The rooster-mother -- My aunt's present -- A curious dog story -- Willie Watson -- The tale of our kite -- Philip Annesley's return -- Snowdrop -- My first day in trowsers -- The stolen birds' nest -- The story of Grace Darling -- Hymn : written for a Sabbath school pic-nic","","oldwondereyesoth00lippiala","Animals,Children's stories","Old Wonder-Eyes : and other stories for children"
"","Andersen, H. C.","2001-00-00T00:00:00Z","","","9780657128722","","Ole-lu-oye"
"srlf_ucla:LAGE-2948687","Sigourney, L. H. (Lydia Howard), 1791-1865","1836-00-00T00:00:00Z","Frank Ludlow -- Victory -- The farmer and solider -- France, in old times -- War -- Walks in childhood -- Christmas hymn -- A short sermon --Agriculture -- Peace","","olivebuds00sigoiala","Christian life,Children's stories","Olive buds"
"","(Lydia Howard)","","","","UF00001963","Pictorial cloth bindings (Binding),Conduct of life,Juvenile literature,Christian life,Publishers' advertisements","Olive leaves"
"srlf_ucla:LAGE-2237105","Logan, Olive, 1839-1909","","Quarter blue sheep and black pebble-grained cloth over boards; spine tooled in gold; edges sprinkled in red","","oliveloganschris00logaiala","Love stories,Christmas stories","Olive Logan's Christmas story : somebody's stocking"
"","Lee, Frances,Julia, Aunt, pseud","","","","oncandlestick00leef","Children's stories, American","On a candlestick"
"","Costello, F. H. (Frederick Hankerson), 1851-1921","","","","onfightingdecksi00cost","","On fighting decks in 1812"
"","Earl, John Prescott","","","","onschoolteam00earl","","On the school team"
"","Ellis, Edward Sylvester, 1840-1916","","","","ontrailofgeronim00elli","Apache Indians,Indians of North America","On the trail of Geronimo : or, In the Apache country"
"srlf_ucla:LAGE-1293760","Eyster, Nellie Blessing, d. 1922","1868-00-00T00:00:00Z","Blue-violet cloth over boards blocked in gold and blind","","onthewing00eystiala","Voyages and travels","On the wing"
"","Eyster, Nellie Blessing, d. 1922","1868-00-00T00:00:00Z","","","onwing00eyst","","On the wing"
"srlf_ucla:lage-505525","Andrews, Jane, 1833-1887","","Light olive green diagonal fine-ribbed cloth over boards, blocked in black","","onlyyearwhatitbr00andriala","Conduct of life,Sisters,Foster home care,Infants","Only a year and what it brought"
"srlf_ucla:LAGE-1561136","Hack, Maria, 1777-1844","1828-00-00T00:00:00Z","Half green calf and marbled paper over boards","","orientalfragment00hackiala","Bible","Oriental fragments"
"srlf_ucla:LAGE-512459","","1825-00-00T00:00:00Z","Quarter green sheep and marbled paper over boards. Incomplete; p. 3-10 wanting","","orientaltalesbei01londiala","Fairy tales,Conduct of life","Oriental tales : being moral selections from The Arabian nights' entertainments; calculated both to amuse and improve the minds of youth"
"srlf_ucla:LAGE-512459","","1825-00-00T00:00:00Z","Quarter green sheep and marbled paper over boards. Incomplete; p. 3-10 wanting","","orientaltalesbei02londiala","Fairy tales,Conduct of life","Oriental tales : being moral selections from The Arabian nights' entertainments; calculated both to amuse and improve the minds of youth"
"srlf_ucla:LAGE-2562053","","1814-00-00T00:00:00Z","The merchant and his sons -- Story of Mencius -- The story of Schacabac -- Hamet and Raschid -- The Cham and Dervise -- The story of Omar -- Story of a Dervise -- Omar's plan of life -- The basket maker -- The story of Almet -- The story of Gelaleddin of Bassora -- Story of Ortogrul of Basra -- The story of Alnaschar -- The story of Carazan -- The story of Almamoulin -- Thestory of Bozaldab -- The story of Obidah -- Ingratitude punished","","orientaltalesfor00londiala","Tales -- Orient","Oriental tales : for the entertainment of youth : selected from the most eminent English writers"
"srlf_ucla:LAGE-2045302","Lady","1810-00-00T00:00:00Z","Brown marbled calf over boards, tooled in blind and gold; dentelles; red leather label on spine","","originalfables00ladyiala","","Original fables"
"srlf_ucla:LAGE-2562204","","","[Untitled] -- Good Dobbin -- The little Negro -- Poor donkey -- The quarrelsome dogs -- Poor Puss -- The dunce of a kitten -- For the Lord's Day-Evening -- The beggar's petition -- The busy bee","","originalpoemsfor00bathiala","Children's poetry","Original poems : for good children"
"","Taylor, Jane, 1783-1824,Taylor, Ann, 1782-1866","1834-00-00T00:00:00Z","","","originalpoemsfor00tayl","Children's poetry, English","Original poems, for infant minds"
"srlf_ucla:LAGE-2562986","","1838-00-00T00:00:00Z","Printed orange wrappers; advertisement on lower wrapper. Inscription in ink on inner wrapper","","orphanrachelor00proviala","Orphans,Perseverance (Ethics)","Orphan Rachel : or, Fruits of perseverance : embellished with cuts"
"srlf_ucla:LAGE-2562987","","1835-00-00T00:00:00Z","Checklist Amer. imprints","","orphanrachelorfr00proviala","Orphans,Perseverance (Ethics)","Orphan Rachel, or, Fruits of perseverance : embellished with cuts"
"","Shindler, Eliezer","2003-00-00T00:00:00Z","","","9780657131524","","os feler dertseyln :"
"srlf_ucla:LAGE-481061","Aimwell, Walter, 1822-1859","","Brown diagonal wavy grain cloth over boards, blocked in blind and gold","","oscarorboywhohas00aimwiala","Obedience,Conduct of life","Oscar, or, The boy who has his own way"
"","Ellis, Edward Sylvester, 1840-1916","","","","osceolachiefofse00elli","Osceola, Seminole chief, 1804-1838,Seminole War, 2nd, 1835-1842","Osceola, chief of the Seminoles;"
"srlf_ucla:LAGE-516176","Argus, Arabella","","Osborne Coll","","ostentationliber00arguiala","Conduct of life,Pride and vanity,Prejudices","Ostentation and liberality"
"srlf_ucla:LAGE-516177","Argus, Arabella","1821-00-00T00:00:00Z","Quarter red sheep and burnt orange marbled paper over boards; blue sprinkled edges","","ostentationliber01arguiala","Conduct of life,Pride and vanity,Prejudices","Ostentation and liberality : a tale : in two volumes"
"srlf_ucla:LAGE-516177","Argus, Arabella","1821-00-00T00:00:00Z","Quarter red sheep and burnt orange marbled paper over boards; blue sprinkled edges","","ostentationliber02arguiala","Conduct of life,Pride and vanity,Prejudices","Ostentation and liberality : a tale : in two volumes"
"","Gray, Joslyn","1922-00-00T00:00:00Z","","","othermillergirl00gray","","Other Miller girl"
"srlf_ucla:LAGE-772750","Bruce, E. M. (Elizabeth M.), b. 1830","","Gray-blue wave-grain cloth over boards, blocked in blind; spine blocked in gold","","ourchildrensgodb00bruciala","Christian life,Faith","Our children's God : a book of stories for the young"
"srlf_ucla:LAGE-2567459","Hodder, Edwin, 1837-1904","1867-00-00T00:00:00Z","Preparations -- The party -- The meandering musician -- The great reform debate and demonstration -- Round the fire after supper -- Frozen up, or, My polar experiences / William Henry Kingston -- A rescue in the Rocky Mountains / R. M. Ballantyne -- Lost and found / Edwin Hodder -- Castle Connor / Mona B. Bickerstaffe -- The ""black dragoon"" / Sidney Daryl -- A Christmas dinner at Dr. Lickemwell's / Robert Hope Moncrieff -- A wild Yule e'en / Cyntha -- Cocnclusion","","ourchristmaspart00hoddiala","Christmas stories,Children's stories","Our Christmas party"
"","Franciscan Sisters of the Perpetual Adoration (La Crosse, Wis.)","","","","ourcountryinstor00fran","United States -- History,America -- Discovery and exploration","Our country in story"
"srlf_ucla:LAGE-2567489","","","Clever Dash -- Our Tom -- The horse -- Sheep -- The squirrel tree -- Cows -- The rabbit","","ourfourfootedfri00cinciala","Animals","Our four footed friends"
"","","","","","UF00001867","Pictorial cloth bindings (Binding),rbprov,lcsh,Children's poetry,Juvenile literature,Christian life,Children's stories,Bookplates (Provenance),Gift books,Prize books (Provenance)","Our gift"
"","","","","","UF00001923","Pictorial cloth bindings (Binding),lcsh,Children's poetry,Sermon on the mount,Juvenile literature","Our Lord's sermon on the mount"
"srlf_ucla:LAGE-2567531","","","Publisher's printed lavender wrappers; upper wrapper printed in black, red, and teal","","ourpetsgeorgerou00londiala","Pets,Animals","Our pets"
"","","","This book was scanned by Gretchen Phillips.","","OurSaviour","Religion","Our Saviour"
"","(Francis Channing)","1852-00-00T00:00:00Z","","","UF00002000","Grandparents,Pictorial cloth bindings (Binding),Conduct of life,Mediation,Juvenile fiction,Publishers' advertisements,Country life","Our Sue"
"srlf_ucla:LAGE-2256690","Macdonald, J. H. A. (John Hay Athole), 1836-1919,Doyle, Charles","1877-00-00T00:00:00Z","Halkett & Laing","","ourtriptoblunder00macdiala","Boys","Our trip to Blunderland, or, The grand excursion to Blundertown and back"
"srlf_ucla:LAGE-2296662","McCabe, James Dabney, 1842-1883","","Publisher's green cloth, blocked in red, black and gold","","ouryoungfolksabr00mccaiala","Voyages and travels,Europe -- Description and travel Juvenile literature","Our young folks abroad : the adventures of four American boys and girls in a journey through Europe to Constantinople"
